country,imports,exports
serbia,"['Unspecified products', 'Petroleum oils and oils obtained from bituminous minerals crude', 'Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes put up in measured doses ""incl. those for transdermal administration"" or in forms or packings for retail sale (excl. containing antibiotics hormones or steroids used as hormones alkaloids provitamins vitamins their derivatives antimalarial active principles and blinded clinical trial kits)', 'Natural gas in gaseous state', 'Medium oils and preparations of petroleum or bituminous minerals not containing biodiesel n.e.s.', 'Electrical energy', 'Parts suitable for use solely or principally with electric motors and generators electric generating sets and rotary converters n.e.s.', 'Motor cars and other motor vehicles principally designed for the transport of <10 persons incl. station wagons and racing cars with only diesel engine of a cylinder capacity > 1.500 cm³ but <= 2.500 cm³ (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)', 'Electric conductors for a voltage <= 1.000 V insulated not fitted with connectors n.e.s.', 'Copper ores and concentrates']","['Ignition wiring sets and other wiring sets for vehicles aircraft or ships', 'Copper ores and concentrates', 'Copper refined in the form of cathodes and sections of cathodes', 'Electrical energy', 'Unspecified products', 'New pneumatic tyres of rubber of a kind used for motor cars incl. station wagons and racing cars', 'Surface-active preparations washing preparations auxiliary washing preparations and cleaning preparations put up for retail sale (excl. organic surface-active agents soap and organic surface-active preparations in the form of bars cakes moulded pieces or shapes and products and preparations for washing the skin in the form of liquid or cream)', 'Maize (excl. seed for sowing)', 'Motors of an output <= 375 W', 'Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes put up in measured doses ""incl. those for transdermal administration"" or in forms or packings for retail sale (excl. containing antibiotics hormones or steroids used as hormones alkaloids provitamins vitamins their derivatives antimalarial active principles and blinded clinical trial kits)']"
kyrgyz-republic,"['Parts of dishwashing machines packing or wrapping machinery and other machinery and apparatus of heading 8422 n.e.s.', 'Medium oils and preparations of petroleum or bituminous minerals not containing biodiesel n.e.s.', 'Motor cars and other motor vehicles principally designed for the transport of <10 persons incl. station wagons and racing cars with only spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1.500 cm³ but <= 3.000 cm³ (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)', 'Motor cars and other motor vehicles principally designed for the transport of <10 persons incl. station wagons and racing cars with only electric motor for propulsion (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)', 'Light oils and preparations of petroleum or bituminous minerals which >= 90% by volume ""incl. losses"" distil at 210°C ""ASTM D 86 method"" (excl. containing biodiesel)', 'Parts of harvesting machinery threshing machinery mowers and machines for cleaning sorting or grading agricultural produce n.e.s.', 'Motor cars and other motor vehicles principally designed for the transport of <10 persons incl. station wagons and racing cars with only spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1.000 cm³ but <= 1.500 cm³ (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)', 'Furniture bases and covers for sewing machines and parts thereof; other parts of sewing machines', 'Motor cars and other motor vehicles principally designed for the transport of <10 persons incl. station wagons and racing cars with only spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 3.000 cm³ (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)', 'Parts of agricultural horticultural or forestry machinery for soil preparation or cultivation or of lawn or sports-ground rollers n.e.s.']","['Gold incl. gold plated with platinum unwrought for non-monetary purposes (excl. gold in powder form)', 'Precious-metal ores and concentrates (excl. silver ores and oncentrates)', 'Parts of footwear; removable in-soles heel cushions and similar articles; gaiters leggings and similar articles and parts thereof (excl. outer soles and heels of rubber or plastics uppers and parts thereof other than stiffeners and general parts made of asbestos)', 'Medium oils and preparations of petroleum or bituminous minerals not containing biodiesel n.e.s.', 'Articles for interior furnishing knitted or crocheted (excl. blankets and travelling rugs bedlinen table linen toilet linen kitchen linen curtains incl. drapes interior blinds curtain or bed valances bedspreads antimalarial bed nets lampshades and articles of heading 9404)', 'Parts and accessories of weaving machines ""looms"" and their auxiliary machinery n.e.s.', 'Smartphones for wireless networks', 'Waste and scrap of copper (excl. ingots or other similar unwrought shapes of remelted copper waste and scrap ashes and residues containing copper and waste and scrap of primary cells primary batteries and electric accumulators)', 'Unspecified products', 'Knitted or crocheted fabrics of a width of <= 30 cm containing >= 5% by weight elastomeric yarn and rubber thread or rubber thread only (excl. pile fabrics incl. ""long pile"" looped pile fabrics labels badges and similar articles knitted or crocheted fabrics impregnated coated covered or laminated and sterile surgical or dental adhesion barriers of subheading 3006.10.30)']"
tajikistan,"['Medium oils and preparations of petroleum or bituminous minerals not containing biodiesel n.e.s.', 'Wheat and meslin (excl. seed for sowing and durum wheat)', 'Light oils and preparations of petroleum or bituminous minerals which >= 90% by volume ""incl. losses"" distil at 210°C ""ASTM D 86 method"" (excl. containing biodiesel)', 'Bars and rods of iron or non-alloy steel with indentations ribs groves or other deformations produced during the rolling process', 'Motor cars and other motor vehicles principally designed for the transport of <10 persons incl. station wagons and racing cars with only spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1.500 cm³ but <= 3.000 cm³ (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)', 'Propane liquefied', 'Cane or beet sugar and chemically pure sucrose in solid form (excl. cane and beet sugar containing added flavouring or colouring and raw sugar)', 'Aeroplanes and other powered aircraft of an of an unladen weight > 15.000 kg (excl. helicopters dirigibles and unmanned of heading 8806)', 'Aluminium oxide (excl. artificial corundum)', 'Butanes liquefied (excl. of a purity of >= 95% of N-butane or isobutane)']","['Precious-metal ores and concentrates (excl. silver ores and oncentrates)', 'Copper ores and concentrates', 'Cotton neither carded nor combed', 'Zinc ores and concentrates', 'Aluminium not alloyed unwrought', 'Lead ores and concentrates', 'Electrical energy', 'Articles of antimony n.e.s.', 'Gold incl. gold plated with platinum for non-monetary purposes', 'Portland cement (excl. white whether or not artificially coloured)']"
armenia,"['Gold incl. gold plated with platinum unwrought for non-monetary purposes (excl. gold in powder form)', 'Smartphones for wireless networks', 'Non-industrial diamonds unworked or simply sawn cleaved or bruted (excl. industrial diamonds)', 'Natural gas in gaseous state', 'Silver incl. silver plated with gold or platinum unwrought (excl. silver in powder form)', 'Medium oils and preparations of petroleum or bituminous minerals not containing biodiesel n.e.s.', 'Palladium unwrought or in powder form', 'Light oils and preparations of petroleum or bituminous minerals which >= 90% by volume ""incl. losses"" distil at 210°C ""ASTM D 86 method"" (excl. containing biodiesel)', 'Diamonds worked but not mounted or set (excl. industrial diamonds)', 'Reception apparatus for television colour whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus designed to incorporate a video display or screen']","['Gold incl. gold plated with platinum unwrought for non-monetary purposes (excl. gold in powder form)', 'Articles of jewellery and parts thereof of precious metal other than silver whether or not plated or clad with precious metal (excl. articles > 100 years old)', 'Smartphones for wireless networks', 'Copper ores and concentrates', 'Non-industrial diamonds unworked or simply sawn cleaved or bruted (excl. industrial diamonds)', 'Silver incl. silver plated with gold or platinum unwrought (excl. silver in powder form)', 'Cigarettes containing tobacco', 'Diamonds worked but not mounted or set (excl. industrial diamonds)', 'Spirits obtained by distilling grape wine or grape marc', 'Palladium unwrought or in powder form']"
mongolia,"['Medium oils and preparations of petroleum or bituminous minerals not containing biodiesel n.e.s.', 'Light oils and preparations of petroleum or bituminous minerals which >= 90% by volume ""incl. losses"" distil at 210°C ""ASTM D 86 method"" (excl. containing biodiesel)', 'Motor cars and other motor vehicles principally designed for the transport of <10 persons incl. station wagons and racing cars with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion (excl. vehicles for travelling on snow other specially designed vehicles of subheading 8703.10 and plug-in hybrids)', 'Dumpers for off-highway use', 'Motor cars and other motor vehicles principally designed for the transport of <10 persons incl. station wagons and racing cars with only spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 3.000 cm³ (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)', 'Self-propelled mechanical shovels excavators and shovel loaders with a 360° revolving superstructure', 'Electrical energy', 'Motor cars and other motor vehicles principally designed for the transport of <10 persons incl. station wagons and racing cars with only spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1.500 cm³ but <= 3.000 cm³ (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)', 'Bars and rods of iron or non-alloy steel with indentations ribs groves or other deformations produced during the rolling process', 'Structures and parts of structures of iron or steel n.e.s. (excl. bridges and bridge-sections towers and lattice masts doors and windows and their frames thresholds for doors props and similar equipment for scaffolding shuttering propping or pit-propping)']","['Bituminous coal whether or not pulverised non-agglomerated', 'Copper ores and concentrates', 'Gold incl. gold plated with platinum in semi-manufactured forms for non-monetary purposes', 'Non-agglomerated iron ores and concentrates (excl. roasted iron pyrites)', 'Petroleum oils and oils obtained from bituminous minerals crude', 'Fluorspar containing by weight <= 97% calcium fluoride', 'Hair of Kashmir ""cashmere"" goats neither carded nor combed', 'Coal whether or not pulverised non-agglomerated (excl. anthracite and bituminous coal)', 'Zinc ores and concentrates', 'Lignite whether or not pulverised non-agglomerated (excl. jet)']"
belarus,"['Low erucic acid rape or colza seeds ""yielding a fixed oil which has an erucic acid content of < 2% and yielding a solid component of glucosinolates of < 30 micromoles/g""', 'Motor cars and other motor vehicles principally designed for the transport of <10 persons incl. station wagons and racing cars with only spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1.500 cm³ but <= 3.000 cm³ (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)', 'Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes put up in measured doses ""incl. those for transdermal administration"" or in forms or packings for retail sale (excl. containing antibiotics hormones or steroids used as hormones alkaloids provitamins vitamins their derivatives antimalarial active principles and blinded clinical trial kits)', 'Smartphones for wireless networks', 'Soya beans whether or not broken (excl. seed for sowing)', 'Oilcake and other solid residues whether or not ground or in the form of pellets resulting from the extraction of soya-bean oil', 'Waste and scrap of iron or steel (excl. slag scale and other waste of the production of iron and steel; radioactive waste and scrap; fragments of pigs blocks or other primary forms of pig iron or spiegeleisen; waste and scrap of cast iron alloy steel or tinned iron or steel; turnings shavings chips milling waste sawdust filings trimmings and stampings; waste and scrap of primary cells primary batteries and electric accumulators)', 'Flat-rolled products of alloy steel other than stainless of a width of >= 600 mm not further worked than hot-rolled not in coils (excl. products of silicon-electrical steel)', 'Data-processing machines automatic portable weighing <= 10 kg consisting of at least a central processing unit a keyboard and a display (excl. peripheral units)', 'Flat panel display modules whether or not incorporating touch-sensitive screens with drivers or control circuits of liquid crystals']","['Cheese (excl. fresh cheese incl. whey cheese curd processed cheese blue-veined cheese and other cheese containing veins produced by ""Penicillium roqueforti"" and grated or powdered cheese)', 'Low erucic acid rape or colza oil ""fixed oil which has an erucic acid content of < 2%"" crude', 'Butter (excl. dehydrated butter and ghee)', 'Pine ""Pinus spp."" sawn or chipped lengthwise sliced or peeled whether or not planed sanded or end-jointed of a thickness of > 6 mm (excl. of S-P-F spruce&pine&fir)', 'Milk and cream in solid forms of a fat content by weight of <= 15%', 'Reception apparatus for television colour whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus designed to incorporate a video display or screen', 'Motor cars and other motor vehicles principally designed for the transport of <10 persons incl. station wagons and racing cars with only spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1.000 cm³ but <= 1.500 cm³ (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)', 'Fresh cheese ""unripened or uncured cheese"" incl. whey cheese and curd', 'Frozen boneless meat of bovine animals', 'Wooden furniture (excl. for offices kitchens and bedrooms and seats)']"
malawi,"['Light oils and preparations of petroleum or bituminous minerals which >= 90% by volume ""incl. losses"" distil at 210°C ""ASTM D 86 method"" (excl. containing biodiesel)', 'Urea whether or not in aqueous solution (excl. that in tablets or similar forms or in packages with a gross weight of <= 10 kg)', 'Mineral or chemical fertilisers containing the three fertilising elements nitrogen phosphorus and potassium (excl. those in tablets or similar forms or in packages with a gross weight of <= 10 kg)', 'Unused postage revenue or similar stamps of current or new issue in the country in which they have or will have a recognised face value; stamp-impressed paper; banknotes; cheque forms; stock share or bond certificates and similar documents of title', 'Unspecified products', 'Worn clothing and clothing accessories blankets and travelling rugs household linen and articles for interior furnishing of all types of textile materials incl. all types of footwear and headgear showing signs of appreciable wear and presented in bulk or in bales sacks or similar packings (excl. carpets other floor coverings and tapestries)', 'Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes put up in measured doses ""incl. those for transdermal administration"" or in forms or packings for retail sale (excl. containing antibiotics hormones or steroids used as hormones alkaloids provitamins vitamins their derivatives antimalarial active principles and blinded clinical trial kits)', 'Tobacco partly or wholly stemmed or stripped otherwise unmanufactured', 'Flat-rolled products of iron or non-alloy steel of a width of >= 600 mm hot-rolled or cold-rolled ""cold-reduced"" not corrugated plated or coated with zinc (excl. electrolytically plated or coated with zinc)', 'Palm oil and its fractions whether or not refined (excl. chemically modified and crude)']","['Tobacco partly or wholly stemmed or stripped otherwise unmanufactured', 'Black fermented tea and partly fermented tea whether or not flavoured in immediate packings of > 3 kg', 'Groundnuts shelled whether or not broken (excl. seed for sowing roasted or otherwise cooked)', 'Oilcake and other solid residues whether or not ground or in the form of pellets resulting from the extraction of soya-bean oil', 'Raw cane sugar in solid form not containing added flavouring or colouring matter (excl. cane sugar of 1701 13)', 'Soya beans whether or not broken (excl. seed for sowing)', 'Dried shelled pigeon peas ""Cajanus cajan"" whether or not skinned or split', 'Dried vegetables and mixtures of vegetables whole cut sliced broken or in powder but not further prepared (excl. onions mushrooms and truffles not mixed)', 'Tobacco unstemmed or unstripped', 'Dried shelled beans ""Vigna and Phaseolus"" whether or not skinned or split (excl. beans of species ""Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"" small red ""Adzuki"" beans kidney beans Bambara beans and cow peas)']"
algeria,"['Wheat and meslin (excl. seed for sowing and durum wheat)', 'Raw cane sugar in solid form not containing added flavouring or colouring matter (excl. cane sugar of 1701 13)', 'Motor cars and other motor vehicles principally designed for the transport of <10 persons incl. station wagons and racing cars with only spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1.000 cm³ but <= 1.500 cm³ (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)', 'Medium oils and preparations of petroleum or bituminous minerals not containing biodiesel n.e.s.', 'Semi-finished products of iron or non-alloy steel containing by weight < 025% of carbon of square or rectangular cross-section the width measuring < twice the thickness', 'Light oils and preparations of petroleum or bituminous minerals which >= 90% by volume ""incl. losses"" distil at 210°C ""ASTM D 86 method"" (excl. containing biodiesel)', 'Structures and parts of structures of iron or steel n.e.s. (excl. bridges and bridge-sections towers and lattice masts doors and windows and their frames thresholds for doors props and similar equipment for scaffolding shuttering propping or pit-propping)', 'Milk and cream in solid forms of a fat content by weight of > 15% unsweetened', 'Maize (excl. seed for sowing)', 'Line pipe of a kind used for oil or gas pipelines seamless of iron or steel (excl. products of stainless steel or of cast iron)']","['Petroleum oils and oils obtained from bituminous minerals crude', 'Natural gas in gaseous state', 'Light oils and preparations of petroleum or bituminous minerals which >= 90% by volume ""incl. losses"" distil at 210°C ""ASTM D 86 method"" (excl. containing biodiesel)', 'Natural gas liquefied', 'Medium oils and preparations of petroleum or bituminous minerals not containing biodiesel n.e.s.', 'Propane liquefied', 'Butanes liquefied (excl. of a purity of >= 95% of N-butane or isobutane)', 'Oils and other products of the distillation of high temperature coal tars; similar products in which the weight of the aromatic constituents exceeds that of the non-aromatic constituents (excl. chemically-defined compounds benzol ""benzene"" toluol ""toluene"" xylol ""xylenes"" naphthalene aromatic hydrocarbon mixtures of subheading 2707.50 and creosote oils)', 'Urea whether or not in aqueous solution (excl. that in tablets or similar forms or in packages with a gross weight of <= 10 kg)', 'Anhydrous ammonia']"
morocco,"['Medium oils and preparations of petroleum or bituminous minerals not containing biodiesel n.e.s.', 'Butanes liquefied (excl. of a purity of >= 95% of N-butane or isobutane)', 'Wheat and meslin (excl. seed for sowing and durum wheat)', 'Parts of aeroplanes helicopters or unmanned aircraft n.e.s. (excl. those for gliders)', 'Spark-ignition reciprocating piston engine of a kind used for vehicles of chapter 87 of a cylinder capacity > 1.000 cm³', 'Coal whether or not pulverised non-agglomerated (excl. anthracite and bituminous coal)', 'Motor cars and other motor vehicles principally designed for the transport of <10 persons incl. station wagons and racing cars with only diesel engine of a cylinder capacity > 1.500 cm³ but <= 2.500 cm³ (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)', 'Wire of refined copper with a maximum cross-sectional dimension of > 6 mm', 'Raw cane sugar in solid form not containing added flavouring or colouring matter (excl. cane sugar of 1701 13)', 'Anhydrous ammonia']","['Motor cars and other motor vehicles principally designed for the transport of <10 persons incl. station wagons and racing cars with only spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1.000 cm³ but <= 1.500 cm³ (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)', 'Ignition wiring sets and other wiring sets for vehicles aircraft or ships', 'Diammonium hydrogenorthophosphate ""diammonium phosphate"" (excl. that in tablets or similar forms or in packages with a gross weight of <= 10 kg)', 'Ammonium dihydrogenorthophosphate ""monoammonium phosphate"" whether or not mixed with diammonium hydrogenorthophosphate ""diammonium phosphate"" (excl. that in tablets or similar forms or in packages with a gross weight of <= 10 kg)', 'Parts of aeroplanes helicopters or unmanned aircraft n.e.s. (excl. those for gliders)', 'Phosphoric acid; polyphosphoric acids whether or not chemically defined', 'Electric conductors for a voltage <= 1.000 V insulated fitted with connectors n.e.s.', 'Tomatoes fresh or chilled', 'Electric conductors for a voltage <= 1.000 V insulated not fitted with connectors n.e.s.', 'Natural calcium phosphates and natural aluminium calcium phosphates natural and phosphatic chalk unground']"
sudan,"['Durum wheat seed for sowing', 'Light oils and preparations of petroleum or bituminous minerals which >= 90% by volume ""incl. losses"" distil at 210°C ""ASTM D 86 method"" (excl. containing biodiesel)', 'Cane or beet sugar and chemically pure sucrose in solid form (excl. cane and beet sugar containing added flavouring or colouring and raw sugar)', 'Motor cars and other motor vehicles principally designed for the transport of <10 persons incl. station wagons and racing cars with only spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1.500 cm³ but <= 3.000 cm³ (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)', 'Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure or streptomycins or derivatives thereof not in measured doses or put up for retail sale', 'Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes put up in measured doses ""incl. those for transdermal administration"" or in forms or packings for retail sale (excl. containing antibiotics hormones or steroids used as hormones alkaloids provitamins vitamins their derivatives antimalarial active principles and blinded clinical trial kits)', 'Self-propelled bulldozers and angledozers on wheels', 'Tractors of an engine power <= 18 kW (excl. those of heading 8709 pedestrian-controlled tractors road tractors for semi-trailers and track-laying tractors)', 'Motor vehicles for the transport of goods with only compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a gross vehicle weight <= 5 t (excl. dumpers for off-highway use of subheading 8704.10 and special purpose motor vehicles of heading 8705)', 'Parts and accessories for tractors motor vehicles for the transport of ten or more persons motor cars and other motor vehicles principally designed for the transport of persons motor vehicles for the transport of goods and special purpose motor vehicles n.e.s.']","['Gold incl. gold plated with platinum unwrought for non-monetary purposes (excl. gold in powder form)', 'Sesamum seeds whether or not broken', 'Live sheep', 'Petroleum oils and oils obtained from bituminous minerals crude', 'Live camels and other camelids [Camelidae]', 'Cotton neither carded nor combed', 'Natural gum Arabic', 'Light oils and preparations of petroleum or bituminous minerals which >= 90% by volume ""incl. losses"" distil at 210°C ""ASTM D 86 method"" (excl. containing biodiesel)', 'Groundnuts shelled whether or not broken (excl. seed for sowing roasted or otherwise cooked)', 'Live cattle (excl. pure-bred for breeding)']"
libya,"['Light oils and preparations of petroleum or bituminous minerals which >= 90% by volume ""incl. losses"" distil at 210°C ""ASTM D 86 method"" (excl. containing biodiesel)', 'Motor cars and other motor vehicles principally designed for the transport of <10 persons incl. station wagons and racing cars with only spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1.500 cm³ but <= 3.000 cm³ (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)', 'Transmission apparatus for radio-broadcasting or television incorporating reception apparatus', 'Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations n.e.s. or included containing by weight 70\xa0% or more of petroleum oils or of oils obtained from bituminous minerals these oils being the basic constituents of the preparations containing biodiesel (excl. waste oils)', 'Cigarettes containing tobacco', 'Articles of jewellery and parts thereof of precious metal other than silver whether or not plated or clad with precious metal (excl. articles > 100 years old)', 'Wheat and meslin (excl. seed for sowing and durum wheat)', 'Agglomerated iron ores and concentrates (excl. roasted iron pyrites)', 'Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes put up in measured doses ""incl. those for transdermal administration"" or in forms or packings for retail sale (excl. containing antibiotics hormones or steroids used as hormones alkaloids provitamins vitamins their derivatives antimalarial active principles and blinded clinical trial kits)', 'Prepared or preserved tunas skipjack and Atlantic bonito whole or in pieces (excl. minced)']","['Petroleum oils and oils obtained from bituminous minerals crude', 'Natural gas liquefied', 'Gold incl. gold plated with platinum unwrought for non-monetary purposes (excl. gold in powder form)', 'Gaseous hydrocarbons liquefied n.e.s. (excl. natural gas propane butane ethylene propylene butylene and butadiene)', 'Light oils and preparations of petroleum or bituminous minerals which >= 90% by volume ""incl. losses"" distil at 210°C ""ASTM D 86 method"" (excl. containing biodiesel)', 'Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations n.e.s. or included containing by weight 70\xa0% or more of petroleum oils or of oils obtained from bituminous minerals these oils being the basic constituents of the preparations containing biodiesel (excl. waste oils)', 'Butanes liquefied (excl. of a purity of >= 95% of N-butane or isobutane)', 'Propane liquefied', 'Waste and scrap of iron or steel (excl. slag scale and other waste of the production of iron and steel; radioactive waste and scrap; fragments of pigs blocks or other primary forms of pig iron or spiegeleisen; waste and scrap of cast iron alloy steel or tinned iron or steel; turnings shavings chips milling waste sawdust filings trimmings and stampings; waste and scrap of primary cells primary batteries and electric accumulators)', 'Ferrous products obtained by direct reduction of iron ore in lumps pellets or similar forms']"
gabon,"['Floating or submersible drilling or production platforms', 'Medium oils and preparations of petroleum or bituminous minerals not containing biodiesel n.e.s.', 'Light-vessels fire-floats floating cranes and other vessels the navigability of which is subsidiary to their main function (excl. dredgers floating or submersible drilling or production platforms; fishing vessels and warships)', 'Semi-milled or wholly milled rice whether or not polished or glazed', 'Frozen cuts and edible offal of fowls of the species Gallus domesticus', 'Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes put up in measured doses ""incl. those for transdermal administration"" or in forms or packings for retail sale (excl. containing antibiotics hormones or steroids used as hormones alkaloids provitamins vitamins their derivatives antimalarial active principles and blinded clinical trial kits)', 'Diesel-electric locomotives', 'Vessels for the transport of goods and vessels for the transport of both persons and goods (excl. refrigerated vessels tankers ferry-boats and vessels principally designed for the transport of persons)', 'Casing and tubing seamless of iron or steel of a kind used in drilling for oil or gas (excl. products of cast iron)', 'Motor cars and other motor vehicles principally designed for the transport of <10 persons incl. station wagons and racing cars with only spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1.500 cm³ but <= 3.000 cm³ (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)']","['Petroleum oils and oils obtained from bituminous minerals crude', 'Manganese ores and concentrates incl. ferruginous manganese ores and concentrates with a manganese content of >= 20% calculated on the dry weight', 'Floating or submersible drilling or production platforms', 'Light-vessels fire-floats floating cranes and other vessels the navigability of which is subsidiary to their main function (excl. dredgers floating or submersible drilling or production platforms; fishing vessels and warships)', 'Tropical wood sawn or chipped lengthwise sliced or peeled whether or not planed sanded or end-jointed of a thickness of > 6 mm (excl. virola mahogany ""Swietenia spp."" imbuia balsa teak dark red meranti light red meranti meranti bakau white lauan white meranti white seraya yellow meranti alan sapelli and iroko)', 'Sheets for veneering incl. those obtained by slicing laminated wood for plywood or for other similar laminated wood and other wood sawn lengthwise sliced or peeled whether or not planed sanded spliced or end-jointed of a thickness of <= 6 mm of tropical wood (excl. dark red meranti light red meranti and meranti bakau)', 'Medium oils and preparations of petroleum or bituminous minerals not containing biodiesel n.e.s.', 'Vessels for the transport of goods and vessels for the transport of both persons and goods (excl. refrigerated vessels tankers ferry-boats and vessels principally designed for the transport of persons)', 'Tugs and pusher craft', 'Crude palm oil']"
angola,"['Light oils and preparations of petroleum or bituminous minerals which >= 90% by volume ""incl. losses"" distil at 210°C ""ASTM D 86 method"" (excl. containing biodiesel)', 'Durum wheat (excl. seed for sowing)', 'Semi-milled or wholly milled rice whether or not polished or glazed', 'Frozen cuts and edible offal of fowls of the species Gallus domesticus', 'Palm oil and its fractions whether or not refined (excl. chemically modified and crude)', 'Soya-bean oil and its fractions whether or not refined (excl. chemically modified and crude)', 'Unused postage revenue or similar stamps of current or new issue in the country in which they have or will have a recognised face value; stamp-impressed paper; banknotes; cheque forms; stock share or bond certificates and similar documents of title', 'Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes put up in measured doses ""incl. those for transdermal administration"" or in forms or packings for retail sale (excl. containing antibiotics hormones or steroids used as hormones alkaloids provitamins vitamins their derivatives antimalarial active principles and blinded clinical trial kits)', 'Medium oils and preparations of petroleum or bituminous minerals not containing biodiesel n.e.s.', 'Cane or beet sugar and chemically pure sucrose in solid form (excl. cane and beet sugar containing added flavouring or colouring and raw sugar)']","['Petroleum oils and oils obtained from bituminous minerals crude', 'Natural gas liquefied', 'Industrial diamonds unworked or simply sawn cleaved or bruted', 'Floating or submersible drilling or production platforms', 'Light oils and preparations of petroleum or bituminous minerals which >= 90% by volume ""incl. losses"" distil at 210°C ""ASTM D 86 method"" (excl. containing biodiesel)', 'Vessels incl. lifeboats (excl. warships rowing boats and other vessels of heading 8901 to 8905 and vessels for breaking up)', 'Propane liquefied', 'Vessels for the transport of goods and vessels for the transport of both persons and goods (excl. refrigerated vessels tankers ferry-boats and vessels principally designed for the transport of persons)', 'Naphthalene containing > 50% of naphthalene (excl. chemically defined)', 'Light-vessels fire-floats floating cranes and other vessels the navigability of which is subsidiary to their main function (excl. dredgers floating or submersible drilling or production platforms; fishing vessels and warships)']"
